Hardware S/N,Dongle S/N,Software,Hardware Model,HA/HOT BACKUP,Protected Bitrate,Stream Gates,Invoice number,Invoice date,Partner name,Region,Customer Name,Region,Full Address,Support Plan,Starting Date,Valid Until,Software,Hardware, P.B ,SG, Hot backup ,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8037,,DVG,DVA202,N/A,0,11,VF20140/INV21019,23/12/20,HVS_Heartland Video Systems,USA,WSYR,USA,5904 Bridge StEast Syracuse,Gold,28 Feb 2021,28 Feb 2022,"$1,650 ",, -   ,?, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8038,,DVG,DVA202,YES,0,0,VF20140/INV21019,23/12/20,HVS_Heartland Video Systems,USA,WSYR,USA,5904 Bridge StEast Syracuse,Gold,28 Feb 2021,28 Feb 2022,"$1,650 ",, -   ,$0.00, ? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8039,,DVG,DVA202,N/A,0,11,VF20140/INV21019,23/12/20,HVS_Heartland Video Systems,USA,WSYR,USA,5904 Bridge StEast Syracuse,Gold,28 Feb 2021,28 Feb 2022,"$1,650 ",, -   ,$620.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8040,,DVG,DVA202,YES,0,0,VF20140/INV21019,23/12/20,HVS_Heartland Video Systems,USA,WSYR,USA,5904 Bridge StEast Syracuse,Gold,28 Feb 2021,28 Feb 2022,"$1,650 ",, -   ,$0.00," 1,613.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8041,,DVG,DVA202,N/A,0,11,VF20140/ PO,23/12/20,HVS_Heartland Video Systems,USA,WIVB-TV,USA,2077 Eimwood AveBuffalo,Platinum,24 Feb 2021,24 Feb 2022,"$1,650 ",, -   ,$620.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8042,,DVG,DVA202,YES,0,0,VF20140/ PO,23/12/20,HVS_Heartland Video Systems,USA,WIVB-TV,USA,2077 Eimwood AveBuffalo,Platinum,24 Feb 2021,24 Feb 2022,"$1,650 ",, -   ,$0.00," 1,613.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8043,,DVG,DVA202,N/A,0,11,VF20140/ PO,23/12/20,HVS_Heartland Video Systems,USA,WIVB-TV,USA,2077 Eimwood AveBuffalo,Platinum,24 Feb 2021,24 Feb 2022,"$1,650 ",, -   ,$620.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8044,,DVG,DVA202,YES,0,0,VF20140/ PO,23/12/20,HVS_Heartland Video Systems,USA,WIVB-TV,USA,2077 Eimwood AveBuffalo,Platinum,24 Feb 2021,24 Feb 2022,"$1,650 ",, -   ,$0.00," 1,613.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8045,,DVG,DVA200,N/A,0,8,INV21067_VF20140_INV22083,26/05/21_11/07/22,HVS_Heartland Video Systems,USA,WBTV,USA,1 Julian Price Place 28208 NC  Charlotte,Gold,21 May 2022,20 May 2023,"$1,350 ",, -   ,$385.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8046,,DVG,DVA200,YES,0,0,INV21067_VF20140_INV22084,26/05/21_11/07/23,HVS_Heartland Video Systems,USA,WBTV,USA,1 Julian Price Place28208 NC  Charlotte,Gold,21 May 2022,20 May 2023,"$1,350 ",, -   ,$0.00," 1,613.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8047,,DVG,DVA200,N/A,0,4,VF20140/INV21064,25/05/21,HVS_Heartland Video Systems,USA,WJZY,USA,3501 Performance Road 28214 NC  Charlotte,Platinum,20 May 2021,19 Jun 2022,"$1,350 ",, -   ,$420.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8048,,DVG,DVA200,YES,0,0,VF20140/INV21064,25/05/21,HVS_Heartland Video Systems,USA,WJZY,USA,3501 Performance Road 28214 NC  Charlotte,Platinum,20 May 2021,19 Jun 2022,"$1,350 ",, -   ,$0.00," 1,613.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8051,,DVG,DVA200,N/A,0,8,VF20140/INV21094,14/07/21,HVS_Heartland Video Systems,USA,WXIN,USA,6910 Network Place 46278 IN  Indianapolis,Platinum,14 Jul 2021,14 Jul 2022,"$1,350 ",, -   ,$385.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8052,,DVG,DVA200,YES,0,0,VF20140/INV21094,14/07/21,HVS_Heartland Video Systems,USA,WXIN,USA,6910 Network Place 46278 IN  Indianapolis,Platinum,14 Jul 2021,14 Jul 2022,"$1,350 ",, -   ,$0.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8053,,DVG,DVA200,N/A,0,6,VF20140/INV21145,13/10/21,HVS_Heartland Video Systems,USA,KPAX-TV,USA,2204 Regent Street 59801 MT  Missoula,Gold,13 Oct 2021,13 Oct 2022,"$1,350 ",, -   ,$490.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8054,,DVG,DVA200,N/A,0,6,VF20140/INV21183,12 08 2021,HVS_Heartland Video Systems,USA,KHET_PBS Hawaii,USA,315 Sand Island Access Road_96818 HI Honolulu,Gold,12 Aug 2022,12 Jul 2023,"$1,350 ",, -   ,$490.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8067,,,DVA100,,,,INV21122/INV21120,5/9/2021-31/08/21,,,,,,,,,,847/$ 550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8202,,DVG,DVA200,YES,0,0,INV21126/VF20140,12/9/2021-23/12/20,HVS_Heartland Video Systems,USA,WTNH-TV,USA,8 Elm Street 06510 CT  New Haven,Platinum,10 Sep 2021,11 Sep 2022,"$1,650 ",, -   ,$0.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7839,,DVG,DVA200,N/A,0,6,INV21145,13/10/21,HVS_Heartland Video Systems,USA,KPAX-TV,USA,2204 Regent Street 59801 MT  Missoula,Gold,13 Oct 2021,13 Oct 2022,,, -   ,$490.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8683,4b555c47454b0108011753434f50555312101017,DVG,DVA200,YES,0,0,INV21183_INV22145,12/08/2021_31/10/21,HVS_Heartland Video Systems,USA,KHET_PBS Hawaii,USA,315 Sand Island Access Road_96818 HI Honolulu,Gold,12 Aug 2022,12 Jul 2023,$875.00,"$1,239.00", -   ,$0.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8684,42515a4842460508000f53434f50555312101017 ,DVG,DVA200,N/A,0,6,INV21183_INV22145,12/08/2021_31/10/21,HVS_Heartland Video Systems,USA,KHET_PBS Hawaii,USA,315 Sand Island Access Road_96818 HI Honolulu,Gold,12 Aug 2022,12 Jul 2023,$875.00,"$1,239.00", -   ,$490.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8685,425258474c430606080253434f50555312101017 ,DVG,DVA200,YES,0,0,INV21183_INV22145,12/08/2021_31/10/21,HVS_Heartland Video Systems,USA,KHET_PBS Hawaii,USA,315 Sand Island Access Road_96818 HI Honolulu,Gold,12 Aug 2022,12 Jul 2023,$875.00,"$1,239.00", -   ,$0.00," 2,257.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8703,4254594845440a01030153434f50555312101017,DVP,DVA502,N/A,78,0,INV22018,2 10 2022,Euplink,France,X,,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$2,208.00", 144.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8704,4155584444400701001753434f50555312101017,DVP,DVA502,N/A,78,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$2,208.00", 144.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8705,41525d474d430b04050053434f50555312101017,DVP,DVA502,N/A,78,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$2,208.00", 144.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8707,4a505f434d440004021753434f50555312101017,DVP,DVL202,N/A,36,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$1,579.00", 158.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8708,4255584640420604040f53434f50555312101017,DVP,DVL202,N/A,36,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$1,579.00", 158.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8709,42575b4340440204040753434f50555312101017,DVP,DVL202,N/A,36,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$1,579.00", 158.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8710,475a56414c440708051753434f50555312101017,DVP,DVL202,N/A,36,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$1,579.00", 158.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8711,44505b4143460204061753434f50555312101017,DVP,DVL202,N/A,36,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$1,579.00", 158.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8712,4a555e4846420402011753434f50555312101017,DVP,DVL202,N/A,36,0,INV22018,2 10 2022,Euplink,France,X,x,x,Gold,2 Oct 2022,2 Oct 2027,$875.00,"$1,579.00", 158.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7870,0,DVP,DVP1000,N/A,30,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$285.00,"$2,835.00"," 3,375.00 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7871,0,DVP,DVP1000,N/A,800,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$492.00,"$2,835.00"," 10,942.40 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7872,0,DVP,DVP1000,N/A,800,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$492.00,"$2,835.00"," 10,942.40 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7753,0,DVP,DVP10,N/A,9,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$120.00,"$1,680.00"," 1,012.50 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7783,0,DVP,DVP100,N/A,18,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$190.00,"$2,205.00"," 2,025.00 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7754,0,DVP,DVP10,N/A,5,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$95.00,"$1,680.00", 787.50 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7755,0,DVP,DVP10,N/A,5,0,VF19027A,11 06 2019,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$95.00,"$1,680.00", 787.50 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8516,0,DVP,DVA100,N/A,15,0,VF20044,3 04 2020,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$700.00,$770.00, 157.50 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8517,0,DVP,DVA100,N/A,?,0,VF20044,3 04 2020,Euplink,France,X,x,x,,,,$700.00,$770.00, ? ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8560,0,DVP,DVA202,N/A,50,0,VF20056,23/04/2020,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$700.00 ,"$1,505.00", 140.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8561,0,DVP,DVA202,N/A,50,0,VF20056,23/04/2020,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,$700.00 ,"$1,505.00", 140.00 ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7784,0,DVP,DVP100,N/A,0,0,VF19027A,11 Jun 19,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,0,"$2,205.00", -   ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7785,0,DVP,DVP100,N/A,0,0,VF19027A,11 Jun 19,Euplink,France,X,x,x,Gold,1 Jan 2022,31 Dec 2023,0,"$2,205.00", -   ,$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF5686,41535e444547030172044b565640454101090204,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8462,47205a4345430201020e43575f42444201000303,DVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7324,42535e4247410408030e53434f50555312101017,DVG,DVX200,N/A,0,1,INV22011,2 06 2022,Comark-Hitachi,USA,KSHB-TV Kansas City,USA,5520 Tech Center Drive,Platinum,2 Jun 2022,2 Jun 2024,$875.00,"$1,155.00", -   ,"$3,920 ", -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7325,4a5a564546430101001753434f50555312101017 ,DVG,DVX200,YES,0,0,INV22011,2 06 2022,Comark-Hitachi,USA,KSHB-TV Kansas City,USA,5520 Tech Center Drive,Platinum,2 Jun 2022,2 Jun 2024,$875.00,"$1,155.00", -   ,$0.00," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8521,0,DVP, DVA2000,N/A,132,0,VF20074_INV22079_INV22148,21/06/2020_06/07/22_10/11/22,Euplink,France,X,x,x,Gold,29 Jul 2022,28 Jul 2023,$670.00,"$2,043.50"," 7,638.00 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8522,0,DVP, DVA2000,YES,0,0,VF20074_INV22079_INV22148,21/06/2020_06/07/22_10/11/22,Euplink,France,X,x,x,Gold,29 Jul 2022,28 Jul 2023,$670.00,"$2,043.50", -   ,$0.00," 2,160.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8600,0,DVP,DVA202,N/A,80,0,VF20074,21 Jun 20,Euplink,France,X,x,x,Gold,29 Jul 2021,28 Jul 2022,$670.00,"$1,440.50"," 7,638.00 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8601,0,DVP,DVA202,N/A,80,0,VF20074,21 Jun 20,Euplink,France,X,x,x,Gold,29 Jul 2021,28 Jul 2022,$670.00,"$1,440.50"," 7,638.00 ",$0.00, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
