Hardware S/N,Dongle S/N,Software,Hardware Model,HA/HOT BACKUP,Protected Bitrate,Stream Gates,Invoice number,Invoice date,Partner name,Region,Customer Name,Region,Full Address,Support Plan,Starting Date,Valid Until,Software,Hardware, P.B ,SG, Hot backup ,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8778,,DVP,DVL100,,8,,INV22086,13 07 2022,Euplink,France,,,,GOLD,13 Jul 2022,12 Jul 2023,$700.00,"$1,050.00"," 1,264.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8800,,DVG,DVA2000,YES,,31,IN22087_INV22095_INV22114,20/07/2022_27/07/22_30/08/22,Comark-Hitachi ,USA,Gray Media ,USA,425 14th stw NW_GA Atlanta ,GOLD,30 Aug 2022,29 Aug 2023,$813.00,"$2,831.00",,"$6,243.00",,S.G-6 SGS 9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote+2HR professional.ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8801,,DVG,DVA2000,,,7,IN22087_INV22095_INV22114,20/07/2022_27/07/22_30/08/22,Comark-Hitachi ,USA,Gray Media ,USA,426 14th stw NW_GA Atlanta ,GOLD,30 Aug 2022,29 Aug 2023,$813.00,"$2,831.00",,,,S.G-6 SGS 9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote+2HR professional.ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8791,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,427 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,"$8,190.00",,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8792,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,428 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8793,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,429 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8794,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,430 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8795,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,431 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8796,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,432 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8797,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,433 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8798,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,434 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8799,,DVG,DVA202,,,pool,IN22087,20 07 2022,Comark-Hitachi ,USA,Gray Media ,USA,435 14th stw NW_GA Atlanta ,GOLD,20 Jul 2022,19 Jul 2023,$813.00,"$1,859.00",,,,9 dectec DTA_3 hr professional services-Atlanta_18 hr professional services-Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF72919,,DVG,DVX100,,,1,INV22088,21 07 2022,Comark-Hitachi ,USA,Television Jamaica,Jamaica,32 Lyndhurst RD' Kingston 5 Jamaica ,GOLD,21 Jul 2022,20 Jul 2023,$875.00,$655.00,,$910.00,,3 HR -professional services ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7567,,DVG,DVX100,,,1,INV22088,21 07 2022,Comark-Hitachi ,USA,Television Jamaica,Jamaica,32 Lyndhurst RD' Kingston 5 Jamaica ,GOLD,21 Jul 2022,20 Jul 2023,$875.00,$655.00,,$910.00,,3 HR -professional services ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7796,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7796,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7797,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7756,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7757,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7765,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7766,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7767,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7770,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7771,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7772,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7910,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF77911,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7912,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7773,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7205,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8206,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7207,,DVP,,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7205,,DVP,DVS100,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8206,,DVP,DVS100,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7207,,DVP,DVS100,,,,INV22089,21 07 2022,Mankin Media ,USA,,,,GOLD,21 Jul 2022,31 Dec 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF????,,DVG,,,,5,INV22090,21 07 2022,DMN Technology ,Hong Kong ,,,33 Tai Yau street_SAN PO KONG ,Silver,21 Jul 2022,20 Jul 2023,"$1,125.00",,,"$2,475.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF????,,DVG,,,,5,INV22090,21 07 2022,DMN Technology ,Hong Kong ,,,,,,,"$1,125.00",,,"$2,475.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8802,,DVG,DVA202,YES,,4,INV22093_INV22101,24/07/2022_04/08/22,HVS_Heartland Video Systems ,USA,WVUE-TV,USA,1025 S.Norman C Francis Pkwy _LA New Orleans ,GOLD,4 Aug 2022,3 Aug 2023,$875.00,"$2,002.00",,"$1,960.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8803,,DVG,DVA202,YES,,,INV22093_INV22101,24/07/2022_04/08/22,HVS_Heartland Video Systems ,USA,WVUE-TV,USA,1026 S.Norman C Francis Pkwy _LA New Orleans ,GOLD,4 Aug 2022,3 Aug 2023,$875.00,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8804,,DVG,DVA202,YES,,4,INV22093_INV22101,24/07/2022_04/08/22,HVS_Heartland Video Systems ,USA,WVUE-TV,USA,1027 S.Norman C Francis Pkwy _LA New Orleans ,GOLD,4 Aug 2022,3 Aug 2023,$875.00,"$2,002.00",,"$1,960.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8805,,DVG,DVA202,YES,,,INV22093_INV22101,24/07/2022_04/08/22,HVS_Heartland Video Systems ,USA,WVUE-TV,USA,1028 S.Norman C Francis Pkwy _LA New Orleans ,GOLD,4 Aug 2022,3 Aug 2023,$875.00,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8806,,DVG,DVA202,YES,,4,INV22093_INV22102,24/07/2022_04/08/22,HVS_Heartland Video Systems ,USA,WSLS,USA,401 3rd St SW 24011-1507 VA_Roanoke ,GOLD,4 Aug 2022,3 Aug 2023,$875.00,"$2,002.00",,"$1,960.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8807,,DVG,DVA202,YES,,,INV22093_INV22102,24/07/2022_04/08/22,HVS_Heartland Video Systems ,USA,WSLS,USA,401 3rd St SW 24011-1507 VA_Roanoke ,GOLD,4 Aug 2022,3 Aug 2023,$875.00,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8808,,DVG,DVA202,,,5,INV22093_INV22107,24/07/2022_09/08/22,HVS_Heartland Video Systems ,USA,KSLA,USA,1812 Fairfield AvenueShreveport,GOL,9 Aug 2022,8 Aug 2023,$875.00,"$2,002.00",,"$2,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8809,,DVG,DVA202,,,5,INV22093_INV22107,24/07/2022_09/08/22,HVS_Heartland Video Systems ,USA,KSLA,USA,1812 Fairfield AvenueShreveport,GOLD,9 Aug 2022,8 Aug 2023,$875.00,"$2,002.00",,"$2,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8810,,DVG,DVA202,,,5,INV22093_INV22109,24/07/2022_10/08/22,HVS_Heartland Video Systems ,USA,WLOX,USA,208 Debuys Rd 39531 MS_Biloxi ,GOLD,10 Aug 2022,9 Aug 2023,$875.00,"$2,002.00",,"$2,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8811,,DVG,DVA202,,,5,INV22093_INV22109,24/07/2022_10/08/22,HVS_Heartland Video Systems ,USA,WLOX,USA,208 Debuys Rd 39531 MS_Biloxi ,GOLD,10 Aug 2022,9 Aug 2023,$875.00,"$2,002.00",,"$2,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF????,475756494c430a02001753434f50555312101017,DVP,,,,,INV22098,31 07 2022,TelLink GMBH,Germany ,,,Bahnhofstrasse 138_Salem Neufrach ,,,,$700.00,,,,,5 hr -configuration hour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7722,,DVP,DVP10XU ,,,,INV22099,4 08 2022,Trock Media ,USA,WACX-Superchannel 55,USA,285 W.Central Pkwy .suite1716 FL .Itamonte Springs ,Platinum,4 Aug 2022,3 Aug 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF7723,,DVP,DVP10XU ,,,,INV22099,4 08 2022,Trock Media ,USA,WACX-Superchannel 56,USA,286 W.Central Pkwy .suite1716 FL .Itamonte Springs ,Platinum,4 Aug 2022,3 Aug 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8738,,DVP,DVA202,,20,,INV22103,8 08 2022,Euplink,France,,,6 Reu Gustave Eiffel 78120 Rambouilet ,GOLD,8 Aug 2022,7 Aug 2023,$700.00,"$2,002.00"," 3,150.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8812,,DVG,DVA202,,,20,INV22105_INV22132,08/08/2022_28/09/22,HVS_Heartland Video Systems ,USA,KHON-TV,USA,88 Piikoi Street 96814 HI  Honolulu,GOLD,28 Sep 2022,27 Sep 2023,$875.00,"$2,002.00",,"$7,700.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8813,,DVG,DVA202,,,,INV22105_INV22132,08/08/2022_28/09/23,HVS_Heartland Video Systems ,USA,KHON-TV,USA,89 Piikoi Street 96814 HI  Honolulu,GOLD,28 Sep 2022,27 Sep 2023,$875.00,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8814,,DVG,DVA202,,,4,INV22105_INV22132,08/08/2022_28/09/24,HVS_Heartland Video Systems ,USA,KHON-TV,USA,90 Piikoi Street 96814 HI  Honolulu,GOLD,28 Sep 2022,27 Sep 2023,$875.00,"$2,002.00",,"$1,960.00"," 2,258.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF8815,,DVG,DVA202,,,,INV22105_INV22132,08/08/2022_28/09/25,HVS_Heartland Video Systems ,USA,KHON-TV,USA,91 Piikoi Street 96814 HI  Honolulu,GOLD,28 Sep 2022,27 Sep 2023,$875.00,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
